#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU2892	SS|1.0000|JX984789|SH0921831.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	No hit
OTU2893	SS|0.8700|UDB0958646|SH1253670.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Alatosessilispora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae	No hit
OTU2896	GS|100.0|UDB04484956|SH1224224.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	No hit
OTU2897	GS|99.3|UDB0912609|SH1158738.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2898	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
OTU2900	SS|0.9200|UDB05308866|SH0907505.09FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	No hit
OTU2901	SS|1.0000|JX319019|SH1290942.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia	k:Fungi	No hit
OTU2902	SS|1.0000|UDB03123819|SH0965823.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU2905	GSL|100.0|GU183130|SH1301414.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Chalastospora,s:Chalastospora gossypii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Chalastospora,s:Chalastospora gossypii	No hit
OTU2906	GS|99.6|HE820286|SH1270765.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Waitea,s:Waitea circinata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Waitea,s:Waitea circinata	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU2907	GS|98.1|MZ448293|SH1310028.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Dominikia	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Dominikia	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU2908	GS|81.6|HQ607963|SH1092101.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	No hit	No hit
OTU2909	SS|0.8000|UDB01354777|SH1104086.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU2910	GS|100.0|UDB03855385|SH0991905.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Meristemomyces,s:Meristemomyces arctostaphyli	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Meristemomyces	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Meristemomyces,s:Meristemomyces arctostaphyli	No hit
OTU2911	SS|0.8200|KP991776|SH0955798.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU2912	SS|0.8700|UDB05308879|SH0907487.09FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	No hit
OTU2915	GS|100.0|UDB01587929|SH1165591.09FU;k:Fungi,p:Calcarisporiellomycota,c:Calcarisporiellomycetes,o:Calcarisporiellales,f:Calcarisporiellaceae	k:Fungi,p:Calcarisporiellomycota,c:Calcarisporiellomycetes,o:Calcarisporiellales,f:Calcarisporiellaceae	k:Fungi,p:Calcarisporiellomycota,c:Calcarisporiellomycetes,o:Calcarisporiellales,f:Calcarisporiellaceae	No hit
OTU2916	GS|97.3|KM041753|SH1106674.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU2917	GS|99.4|KU712442|SH1082279.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Neooccultibambusa,s:Neooccultibambusa chiangraiensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Neooccultibambusa,s:Neooccultibambusa chiangraiensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Neooccultibambusa,s:Neooccultibambusa chiangraiensis	No hit
OTU2918	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU2919	SS|0.9900|KF535949|SH1174631.09FU;k:Metazoa	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Metazoa	No hit
OTU2921	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Rozellomycota	No hit
OTU2923	GS|0.0|None;No hit	No hit	No hit	No hit
OTU2924	GS|100.0|UDB02249701|SH0983170.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora,s:Nigrospora oryzae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora,s:Nigrospora oryzae	No hit
OTU2925	SS|0.8500|KF028767|SH1072454.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU2927	GS|72.4|MN794381|SH1106541.09FU;k:Fungi,p:Ascomycota,g:Kramasamuha,s:Kramasamuha sibika	k:Fungi,p:Ascomycota,g:Kramasamuha,s:Kramasamuha sibika	No hit	No hit
OTU2928	GS|100.0|UDB01371637|SH1042066.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU2929	GS|100.0|EF025408|SH1304331.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala xenobiotica	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala xenobiotica	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala xenobiotica	No hit
OTU2930	GS|0.0|None;No hit	No hit	No hit	No hit
OTU2931	SS|1.0000|AB048687|SH0998735.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	No hit
OTU2932	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU2933	GS|97.4|JX366265|SH0970226.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU2934	SS|1.0000|FR682186|SH1129521.09FU;k:Fungi	k:Fungi,p:Ascomycota	k:Fungi	No hit
OTU2936	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Diversisporaceae	No hit
OTU2937	SS|1.0000|UDB0861985|SH0881700.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Acrophialophora	k:Fungi	No hit
OTU2938	GS|100.0|MK312367|SH1275706.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium charticola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium charticola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium charticola	No hit
OTU2939	GS|98.9|UDB06976790|SH1294533.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi	No hit
OTU2940	GDL|100.0|DQ092522|SH0918216.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraphaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium,s:Paraconiothyrium salinum	No hit
OTU2941	SS|0.9200|OM846624|SH0885168.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Stemphylium,s:Stemphylium vesicarium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Stemphylium,s:Stemphylium vesicarium	No hit
OTU2942	GS|100.0|UDB02131161|SH1192887.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU2943	SS|0.8300|UDB03150092|SH1309991.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	No hit
OTU2946	SS|0.9300|UDB07581277|SH1194951.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2948	GS|0.0|None;No hit	No hit	No hit	No hit
OTU2949	GS|98.0|KM041770|SH1212553.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU2951	GS|98.6|UDB01556156|SH1271059.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU2952	GS|100.0|MK715132|SH1091845.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Pseudophaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Pseudophaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Pseudophaeosphaeria	No hit
OTU2953	SS|0.9800|UDB01824594|SH1000998.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Myriangiaceae,g:Myriangium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Myriangiaceae,g:Myriangium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Myriangiaceae,g:Myriangium	No hit
OTU2954	GS|99.5|KP890579|SH0949724.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia macrospinosa	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia macrospinosa	No hit
OTU2955	SS|0.8400|OL410542|SH1079718.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	No hit
OTU2956	GS|100.0|UDB01266637|SH0973376.09FU;k:Fungi,p:Glomeromycota,c:Archaeosporomycetes	k:Fungi,p:Glomeromycota,c:Archaeosporomycetes	k:Fungi,p:Glomeromycota,c:Archaeosporomycetes	No hit
OTU2957	GSL|99.0|AY254151|SH1078482.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria,s:Alfaria ossiformis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria,s:Alfaria ossiformis	No hit
OTU2958	GS|100.0|MZ143970|SH0994823.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula,s:Montagnula chiangraiensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula,s:Montagnula chiangraiensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae	No hit
OTU2959	GS|80.7|JX043210|SH1089046.09FU;k:Amoebozoa	k:Amoebozoa	No hit	No hit
OTU2960	GS|85.6|UDB04995381|SH0957823.09FU;k:Fungi,p:Mucoromycota	k:Fungi,p:Mucoromycota	No hit	No hit
OTU2961	GS|0.0|None;No hit	No hit	No hit	No hit
OTU2962	GS|100.0|MZ781296|SH1217004.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Phanerochaetaceae,g:Hyphodermella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Phanerochaetaceae,g:Hyphodermella	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU2963	GS|98.5|GU187865|SH1216324.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	No hit
OTU2964	GS|100.0|UDB04401276|SH0943919.09FU;k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales,f:Phaeococcomycetaceae,g:Phaeococcomyces	k:Fungi,p:Ascomycota,c:Arthoniomycetes,o:Lichenostigmatales,f:Phaeococcomycetaceae,g:Phaeococcomyces	k:Fungi	No hit
OTU2965	GS|100.0|MG250497|SH0997479.09FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Limtongozyma,s:Limtongozyma cylindracea	No hit
OTU2966	GS|99.4|UDB039990|SH1012501.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU2967	GSL|100.0|DQ307332|SH1108072.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Scolecobasidium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Scolecobasidium	k:Fungi,p:Ascomycota	No hit
OTU2968	SS|1.0000|UDB03240885|SH1281054.09FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Marchandiobasidium	k:Fungi	No hit
OTU2969	SS|0.9900|KF028767|SH1072454.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi	No hit
OTU2970	GS|99.5|MZ170065|SH1217291.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma,s:Ganoderma zonatum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma,s:Ganoderma zonatum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma	No hit
OTU2971	SS|0.8100|UDB06376662|SH1002219.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	No hit
OTU2973	SS|1.0000|FN396108|SH1207696.09FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Psathyrella,s:Psathyrella bipellis	k:Fungi	No hit
OTU2974	SS|0.9600|KF028767|SH1072454.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU2977	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Spiculogloeomycetes,o:Spiculogloeales,g:Meniscomyces,s:Meniscomyces layueensis	No hit
OTU2978	GS|100.0|DQ780361|SH1309305.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium velox	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium velox	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Cladosporium	No hit
OTU2979	SS|1.0000|UDB01496337|SH1207263.09FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU2980	SS|0.9900|UDB03587810|SH1172726.09FU;k:Ichthyosporia	k:Ichthyosporia	k:Ichthyosporia	No hit
OTU2981	GSL|100.0|KC592275|SH1073853.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Pyrenulales,f:Pyrenulaceae,g:Pyrenula,s:Pyrenula cruenta	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Pyrenulales,f:Pyrenulaceae,g:Pyrenula	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Pyrenulales,f:Pyrenulaceae,g:Pyrenula,s:Pyrenula cruenta	No hit
OTU2984	GS|100.0|KU683831|SH0994768.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae	No hit
OTU2986	GS|100.0|UDB04169520|SH1250799.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2987	SS|1.0000|KC339239|SH0889010.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU2988	GS|100.0|KF251245|SH0905121.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophoma,s:Setophoma sacchari	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophoma,s:Setophoma sacchari	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophoma,s:Setophoma sacchari	No hit
OTU2989	GS|100.0|MZ091960|SH0941665.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pulvinula	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pulvinula	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pulvinula	No hit
OTU2991	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU2992	GS|100.0|UDB07298590|SH0997592.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
OTU2993	SS|1.0000|None;k:Fungi	No hit	k:Fungi	No hit
OTU2994	GS|92.9|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU2995	SS|1.0000|UDB01344318|SH1166962.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU2996	GSL|100.0|AF197989|SH1258327.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Togniniales,f:Togniniaceae,g:Phaeoacremonium,s:Phaeoacremonium rubrigenum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Togniniales,f:Togniniaceae,g:Phaeoacremonium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Togniniales,f:Togniniaceae,g:Phaeoacremonium,s:Phaeoacremonium rubrigenum	No hit
OTU2997	GS|96.4|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU2998	GS|100.0|UDB01513050|SH0978177.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Bezerromycetales,f:Bezerromycetaceae,g:Bezerromyces	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Bezerromycetales,f:Bezerromycetaceae,g:Bezerromyces	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Bezerromycetales,f:Bezerromycetaceae,g:Bezerromyces	No hit
OTU2999	GS|99.5|HG996030|SH1312687.09FU;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes	No hit
OTU3000	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Dioszegia	No hit
OTU3001	SS|1.0000|KF849654|SH1216323.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	No hit
OTU3002	SS|1.0000|UDB01944699|SH0944032.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes	No hit
